family,lr_obs,p_boot,p_analytic,lam_hat,d_hat,n_boot_ok,lr_star_mean,lr_star_var,degenerate,reject_longmem_boot,Ticker,Class,lb_d_lw,lb_se_lw,lb_z_lw,lb_d_lw_shiftadj,lb_bw_drift,lensB_LM,kernel_summable,kernel_degenerate,verdict
tfarch,5.420995918158951,0.026,0.0099480040307216,0.0167544552699317,0.0013443558988155,999,0.9007218851020568,2.1070305580043187,False,True,USDU,Currency,0.2247185899342471,0.0365636212063565,6.145960999486017,0.2023089377501551,-0.1494787997257303,True,True,False,indeterminate
tfarch,32.78639957502901,0.001,5.143100396852212e-09,0.0317154746953534,0.6761566175472976,999,0.7250687211867807,2.043291262760854,False,True,UUP,Currency,0.3221940745561694,0.0317500317500476,10.147834720060906,0.2695297444497962,-0.908477081081666,False,True,False,summable
tfarch,15.621435277629644,0.001,3.868625655050098e-05,0.0934993469966271,0.5869101350281456,999,0.6267236651900973,1.7944219323802086,False,True,MTUM,Factor ETF,0.4717306311037049,0.0358979079308869,13.14089478450702,0.4520087248164189,0.8628703387985361,False,True,False,summable
tfarch,13.980144397069123,0.001,9.237571396805992e-05,0.0190029288363726,0.0371854807653772,999,0.5810535650820082,1.4516623558196968,False,True,QUAL,Factor ETF,0.5328682399758188,0.036178730264621,14.728771188990754,0.5066037528220659,0.5830434913315313,True,True,False,indeterminate
tfarch,20.475625328841037,0.001,3.0197747663095804e-06,0.0276246267995464,0.2152898787672543,999,0.4547619789576732,1.1753495792390225,False,True,SIZE,Factor ETF,0.5172681486352416,0.0358979079308869,14.409423235223665,0.4962933395005391,0.5949730592495752,True,True,False,indeterminate
tfarch,10.308221927902764,0.002,0.0006621941252986,0.0164003551574231,-0.0620669832790194,999,0.5944008958251945,1.7252556095123903,False,True,USMV,Factor ETF,0.5734652429115826,0.0346687622640768,16.541266704112985,0.5733708405164821,1.0019517891311256,False,True,False,summable
tfarch,4.325226027657664,0.024,0.0187757133325503,0.008997922158755,-0.0872067983449031,999,0.5798298411054817,1.4803640907362348,False,True,VLUE,Factor ETF,0.5006532445946082,0.0358979079308869,13.94658556589147,0.4750957572631669,0.2393653079341701,True,True,False,indeterminate
tfarch,117.53116494510505,0.001,1.0981096170586729e-27,0.0902826640249718,0.8139906285201148,999,0.7309218944318308,2.176395049293082,False,True,AGG,Fixed Income,0.3722043690451553,0.0300964632714423,12.367046775171412,0.3513760791416115,-0.070102857851706,True,True,False,indeterminate
tfarch,68.65622883369633,0.001,5.86069473117912e-17,0.0763724219360582,0.6445498059534837,999,0.7364137734130819,2.026313476622693,False,True,BND,Fixed Income,0.3554254757345132,0.0318142381487888,11.171899640414418,0.2854856457222793,-0.2009482494907143,True,True,False,indeterminate
tfarch,8.383602531648648,0.005,0.0018931060455653,0.0303292320948945,0.3164032350808432,999,0.6241204419903325,1.6283829855973049,False,True,BNDX,Fixed Income,0.3810890096786952,0.0360843918243516,10.561048431513724,0.2994180214980276,-0.9431764659972234,False,True,False,summable
