dgp,innov,alpha,lr,wald2,scaled,mu4,rej_lr,rej_wald,rej_scaled
garch,gauss,0.8376656545338617,0.38245030439941274,0.6142287800555628,0.39936558074615464,2.9152892629598264,0,0,0
garch,gauss,1.6678218080571132,1.1033167918676554,0.07570684010258442,1.0718122749039924,3.0587873785388116,0,0,0
garch,gauss,1.0321992631972838,0.014097358593971876,0.015570695486175233,0.01444262311818932,2.9521881141130644,0,0,0
garch,gauss,1.032554905242491,0.012116387367768766,0.014081722343427,0.011991483813522231,3.0208320431714526,0,0,0
garch,gauss,1.155107336225749,0.29276570929687296,0.2340529400942859,0.2985864189101663,2.961011558164375,0,0,0
garch,gauss,1.94940805547012,3.8565050667734795,1.03527151188572,3.950395521223632,2.9524652891358736,1,0,1
garch,gauss,0.5940060273153058,2.468092014257536,2.560319063319022,2.430370141818394,3.031042080208341,0,0,0
garch,gauss,0.964768981571356,0.011798296944562026,0.012440552495652759,0.011466300683342253,3.0579081728952184,0,0,0
garch,gauss,0.7662128733990625,0.5397819021811756,0.46228537379579,0.5219433394145854,3.068354403321242,0,0,0
garch,gauss,0.848558385205868,0.21849207938134896,0.1906249073567535,0.22650161148251194,2.929276157915712,0,0,0
garch,gauss,1.639390335756909,1.678585578423963,0.722123340575441,1.6110896288124326,3.0837891926115657,0,0,0
garch,gauss,1.262175421530309,0.37036420032779915,0.11986024221286225,0.3785216784850409,2.956898224746913,0,0,0
garch,gauss,1.493617510298906,1.3659908329889277,0.6778944384662863,1.2974785620273712,3.1056083282863693,0,0,0
garch,gauss,0.8786987153478302,0.1232828883691468,0.10892043099491677,0.125334842050431,2.9672564524323004,0,0,0
garch,gauss,1.168212270502725,0.2552282486691979,0.20656363185864984,0.2621663696835721,2.947070854108799,0,0,0
garch,gauss,2.35594733291058,5.479403790698598,0.4541102141085437,5.640839355631682,2.942761864057727,1,0,1
garch,gauss,0.7041500596222754,0.789279735636228,0.7588493314682004,0.800423033137778,2.972156479660845,0,0,0
garch,gauss,0.9308950098572824,0.049734498726138554,0.043703558804923145,0.053191702648566534,2.870009653751095,0,0,0
garch,gauss,1.0411694247218422,0.022538686246207362,0.026855428716886075,0.0234093890368404,2.925610806051984,0,0,0
garch,gauss,0.9814746995674595,0.006219403773684462,0.01543513852112445,0.006426933327575412,2.935418793594599,0,0,0
garch,gauss,0.7626082629738282,0.9199884100275995,1.5459884967065107,0.9572578054290258,2.9221330028544967,0,0,0
garch,gauss,1.3875660136555528,1.249833119178902,0.8539774082786787,1.105454676593745,3.2612109671108955,0,0,0
garch,gauss,1.1047078407828081,0.061427083650414716,0.03213993487001488,0.061845731550142204,2.98646154264056,0,0,0
garch,gauss,1.0569525728591702,0.020062826061121086,0.014923294557148775,0.019721677380678235,3.034596314893284,0,0,0
garch,gauss,1.603328050585084,2.1454683572328577,0.870924891070129,2.1029569268117116,3.040430148501042,0,0,0
garch,gauss,1.595475906675859,1.497348514618352,0.36615643256471403,1.4453182965082838,3.0719982833342208,0,0,0
garch,gauss,0.9006626761641356,0.13628815415813733,0.23053609496605104,0.15061933652954826,2.809703286422332,0,0,0
garch,gauss,0.9979485902083307,4.335416201683984e-05,3.802744930499759e-05,4.3241052207088216e-05,3.0052315937738943,0,0,0
garch,gauss,1.2713529061428352,0.550043513220885,0.35081279292444884,0.5364308429262002,3.050752750234973,0,0,0
garch,gauss,1.087532313981494,0.06453462820877576,0.04188218411863745,0.06382346841583411,3.02228521296612,0,0,0
garch,gauss,0.7815539073758182,0.9304756034778165,1.6073849710039882,0.9552912920501146,2.948045818529253,0,0,0
garch,gauss,1.1762502868611093,0.3334082949108961,0.3565214781958522,0.3340963246340401,2.9958812493738285,0,0,0
garch,gauss,0.9433012309613893,0.046347777453661365,0.06986807584851645,0.05030083648680704,2.842823328229045,0,0,0
garch,gauss,0.9855829771725826,0.0037655686170410263,0.004810890333896769,0.003725344327715704,3.0215949376953226,0,0,0
garch,gauss,1.1834366378939014,0.2668431453623725,0.280164914440401,0.2687695554682952,2.9856649678750546,0,0,0
