Ticker,Class,Sector,K,T,GARCH_LLF,GARCH_BIC,GARCH_beta,LKV_LLF,LKV_BIC,LR_stat,LR_df,LR_pval,LR_reject05,BIC_favors_spline,Half_Life,Tenth_Life,Hundredth_Life,SE_alpha,SE_c,SE_R2,SE_n_lags,Slope_1_5d,Slope_5_21d,Slope_21_63d,Slope_63_252d,g_1,g_2,g_5,g_10,g_21,g_42,g_63,g_126,g_252
MU,US Stock,High Vol,6,6599,-9753.496765,19541.854425,0.951437,-9745.677189,19569.791394,15.639151,5,0.007954,True,False,4,33,102,0.536459,0.431961,0.993851,99,-0.568123,-0.527253,-1.804771,-0.747028,1.000000,0.640931,0.404148,0.318500,0.187211,0.063483,0.027194,0.007440,0.007677
F,US Stock,High Vol,6,6599,-7817.237461,15669.335819,0.919549,-7768.769990,15615.976997,96.934942,5,0.000000,True,True,2,10,88,0.085702,10.000000,0.986888,99,-1.016231,-1.050851,-0.968453,-1.782051,1.000000,0.499778,0.194497,0.092660,0.043193,0.022365,0.014804,0.005836,0.001390
CL,US Stock,Low Vol,6,6599,-3831.811357,7698.483610,0.830752,-3786.454914,7651.346844,90.712886,5,0.000000,True,True,4,8,63,1.457667,0.013319,0.821682,99,-0.728924,-1.588659,-0.917642,-8.119576,1.000000,0.871887,0.291229,0.052268,0.033121,0.096620,0.009290,0.000000,0.000000
SO,US Stock,Low Vol,6,6599,-3185.451843,6405.764581,0.895561,-3162.167424,6402.771864,46.568837,5,0.000000,True,True,4,12,69,0.366319,1.288282,0.954124,99,-0.628890,-1.404952,-1.134694,-1.984217,1.000000,0.761909,0.353773,0.125226,0.049830,0.031308,0.013429,0.001047,0.000693
DUK,US Stock,Low Vol,6,6599,-3851.139849,7737.140593,0.927077,-3823.885926,7726.208868,54.507845,5,0.000000,True,True,4,19,120,0.144210,4.849545,0.955455,99,-0.624988,-1.076603,-1.484191,-3.866072,1.000000,0.662720,0.364415,0.206337,0.078944,0.023789,0.016095,0.008527,0.000132
PEP,US Stock,Low Vol,6,6599,-3133.748497,6302.357890,0.902022,-3096.511885,6271.460787,74.473223,5,0.000000,True,True,3,13,50,0.092024,10.000000,0.963447,99,-0.865618,-1.205166,-1.581383,-1.879778,1.000000,0.553520,0.247942,0.125738,0.044410,0.012614,0.008124,0.005931,0.000752
VNQ,US Stock,REITs,6,5409,-3416.507186,6867.006413,0.896254,-3400.229930,6876.941953,32.554512,5,0.000005,True,False,4,16,63,0.465898,0.806174,0.990057,99,-0.591385,-1.236860,-1.724895,-2.034041,1.000000,0.733956,0.379718,0.169497,0.066872,0.026690,0.009918,0.000945,0.000487
SPG,US Stock,REITs,6,6599,-5719.709515,11474.279926,0.903627,-5688.174616,11454.786249,63.069797,5,0.000000,True,True,4,14,71,0.280708,2.015179,0.993507,99,-0.687669,-1.224701,-1.341929,-1.920153,1.000000,0.677838,0.325893,0.143725,0.058084,0.026430,0.013075,0.002443,0.000869
ORCL,US Stock,Other,6,6599,-6773.044792,13580.950480,0.883853,-6590.176242,13258.789500,365.737100,5,0.000000,True,True,4,15,72,0.074238,10.000000,0.155986,74,-0.644048,-1.374013,1.509055,-12.055628,1.000000,0.682346,0.350953,0.165752,0.050430,0.031240,0.268952,0.000000,0.000000
TXN,US Stock,Other,6,6599,-6781.296257,13597.453409,0.958888,-6752.899515,13584.236047,56.793483,5,0.000000,True,True,10,51,252,0.410555,0.601469,0.963044,95,0.141470,-1.404858,-0.717063,-0.758236,1.000000,1.437608,1.202211,0.478127,0.176498,0.116245,0.075095,0.021909,0.022733
V,US Stock,Other,6,4536,-3357.492780,6748.193630,0.863359,-3336.869075,6748.456309,41.247410,5,0.000000,True,False,3,11,44,0.096255,10.000000,0.971513,99,-0.786129,-1.515034,-1.460363,-1.157799,1.000000,0.634007,0.278070,0.110646,0.032828,0.010395,0.006640,0.004407,0.001435
MA,US Stock,Other,6,4992,-4294.541709,8622.720068,0.866012,-4268.347217,8612.376896,52.388983,5,0.000000,True,True,5,13,47,0.092598,10.000000,0.925322,99,-0.494471,-1.830284,-1.284935,-1.288055,1.000000,0.858281,0.437350,0.144104,0.034097,0.011170,0.008164,0.006735,0.001605
BRK-B,US Stock,Other,6,6599,-3469.166291,6973.193477,0.851084,-3450.111868,6978.660753,38.108845,5,0.000000,True,False,4,11,56,0.370187,1.417269,0.980516,99,-0.680823,-1.507354,-1.521087,-3.522228,1.000000,0.724485,0.326174,0.115221,0.039576,0.018006,0.007138,0.000477,0.000056
DIS,US Stock,Other,6,6599,-5799.865904,11634.592705,0.914659,-5768.309916,11615.056849,63.111976,5,0.000000,True,True,5,20,194,0.199090,3.134081,0.934088,99,-0.436669,-1.250828,-1.639953,-0.550496,1.000000,0.794313,0.489345,0.257059,0.084237,0.022456,0.014427,0.014467,0.006940
NFLX,US Stock,Other,6,6001,-8968.993861,17972.435552,0.982850,-8706.572971,17490.653562,524.841779,5,0.000000,True,True,2,23,72,0.061122,10.000000,0.085293,74,-0.901130,-0.463692,1.233443,-12.465150,1.000000,0.445707,0.241673,0.237143,0.117820,0.051080,0.514324,0.000000,0.000000
