Ticker,Class,Sector,K,T,GARCH_LLF,GARCH_BIC,GARCH_beta,LKV_LLF,LKV_BIC,LR_stat,LR_df,LR_pval,LR_reject05,BIC_favors_spline,Half_Life,Tenth_Life,Hundredth_Life,SE_alpha,SE_c,SE_R2,SE_n_lags,Slope_1_5d,Slope_5_21d,Slope_21_63d,Slope_63_252d,g_1,g_2,g_5,g_10,g_21,g_42,g_63,g_126,g_252
MU,US Stock,High Vol,12,6599,-9753.496765,19541.854425,0.951437,-9743.916799,19618.561958,19.159932,11,0.058282,False,False,5,42,62,0.617584,0.328634,0.911321,99,-0.454697,-0.637720,-2.639602,-0.103275,1.000000,0.592658,0.459452,0.294949,0.131525,0.090638,0.009446,0.007811,0.008110
F,US Stock,High Vol,12,6599,-7817.237461,15669.335819,0.919549,-7764.170766,15659.069892,106.133391,11,0.000000,True,True,2,10,76,0.087269,10.000000,0.943027,99,-0.867215,-1.173252,-0.881445,-2.173357,1.000000,0.395593,0.239460,0.085430,0.055409,0.018708,0.019188,0.007420,0.000441
CL,US Stock,Low Vol,12,6599,-3831.811357,7698.483610,0.830752,-3786.838578,7704.405518,89.945557,11,0.000000,True,False,4,8,65,0.536279,0.564172,0.844593,99,-0.772526,-0.934960,-1.289408,-0.241533,1.000000,0.839403,0.270583,0.068840,0.049776,0.068712,0.011198,0.002674,0.002820
SO,US Stock,Low Vol,12,6599,-3185.451843,6405.764581,0.895561,-3147.944437,6426.617235,75.014810,11,0.000000,True,False,4,12,66,0.432563,0.950273,0.502820,69,-0.652699,-1.190898,-0.486678,-7.151691,1.000000,0.837220,0.351185,0.138279,0.079765,0.023932,0.019369,0.000000,0.000000
DUK,US Stock,Low Vol,12,6599,-3851.139849,7737.140593,0.927077,-3815.482118,7761.692596,71.315461,11,0.000000,True,False,4,20,86,0.309318,1.548984,0.903336,99,-0.793131,-0.917308,-0.776284,-32.915373,1.000000,0.875274,0.295491,0.246142,0.081567,0.026463,0.029012,0.011958,0.000000
PEP,US Stock,Low Vol,12,6599,-3133.748497,6302.357890,0.902022,-3091.959331,6314.647022,83.578332,11,0.000000,True,False,3,15,72,0.092641,10.000000,0.833476,99,-0.933466,-1.702164,0.558926,-13.992235,1.000000,0.572657,0.228768,0.164631,0.018492,0.016837,0.017095,0.005368,0.000000
VNQ,US Stock,REITs,12,5409,-3416.507186,6867.006413,0.896254,-3397.332848,6922.135852,38.348676,11,0.000068,True,False,4,14,67,0.626152,0.404010,0.917164,99,-0.723389,-1.449441,-0.930414,-2.346215,1.000000,0.841732,0.332209,0.218827,0.066316,0.024569,0.015828,0.001372,0.000064
SPG,US Stock,REITs,12,6599,-5719.709515,11474.279926,0.903627,-5671.226261,11473.180882,96.966508,11,0.000000,True,True,4,16,68,0.635985,0.402913,0.577190,73,-0.545899,-1.138529,-1.318903,-9.257184,1.000000,0.536183,0.373462,0.105449,0.047749,0.036750,0.016752,0.000000,0.000000
ORCL,US Stock,Other,12,6599,-6773.044792,13580.950480,0.883853,-6557.715444,13246.159249,430.658695,11,0.000000,True,True,4,9,68,0.074183,10.000000,0.020144,68,-0.586318,-1.997786,1.745693,-6.498845,1.000000,0.593137,0.362200,0.069087,0.028980,0.048762,0.365446,0.000000,0.000000
TXN,US Stock,Other,12,6599,-6781.296257,13597.453409,0.958888,-6748.253623,13627.235606,66.085268,11,0.000000,True,False,9,34,252,0.538623,0.338546,0.880524,95,0.243967,-1.053165,-0.399118,-0.717584,1.000000,1.143283,1.326652,0.366964,0.241344,0.090335,0.106828,0.027009,0.019646
V,US Stock,Other,12,4536,-3357.492780,6748.193630,0.863359,-3326.594975,6777.720217,61.795609,11,0.000000,True,False,5,9,65,0.181133,4.353100,0.960109,99,-0.549662,-1.125862,-0.774168,-15.840182,1.000000,0.577942,0.362005,0.078509,0.036872,0.013388,0.010762,0.004881,0.000000
MA,US Stock,Other,12,4992,-4294.541709,8622.720068,0.866012,-4264.091469,8654.320374,60.900480,11,0.000000,True,False,5,17,69,0.171653,4.520859,0.942069,99,-0.478681,-1.139405,-0.919937,-1.240087,1.000000,0.896035,0.426154,0.112697,0.050929,0.011240,0.012719,0.006069,0.001270
BRK-B,US Stock,Other,12,6599,-3469.166291,6973.193477,0.851084,-3439.169923,7009.068207,59.992735,11,0.000000,True,False,4,13,63,1.338451,0.026577,0.777649,87,-0.859400,-0.817805,-0.685664,-18.374658,1.000000,1.026085,0.254871,0.113506,0.064680,0.014051,0.009407,0.000000,0.000000
DIS,US Stock,Other,12,6599,-5799.865904,11634.592705,0.914659,-5762.399200,11655.526762,74.933408,11,0.000000,True,False,5,24,203,0.244384,2.327163,0.900616,98,-0.438331,-0.712999,-1.806930,-0.748535,1.000000,1.000585,0.480936,0.205364,0.140632,0.015232,0.018325,0.012299,0.002630
NFLX,US Stock,Other,12,6001,-8968.993861,17972.435552,0.982850,-8636.851047,17402.881461,664.285627,11,0.000000,True,True,5,10,68,0.060757,10.000000,0.032124,66,-0.408873,-1.222234,1.086952,-6.878847,1.000000,0.598397,0.456731,0.083845,0.068480,0.098871,0.904355,0.000000,0.000000
